Day fraction since midnight on 10/23/2019	water pump control ()	coag pump control ()	clay pump control ()	waste pump control ()
0.63189919	0.00000000	NaN	NaN	NaN
0.63195706	0.00000000	NaN	NaN	NaN
0.63201494	0.00000000	NaN	NaN	NaN
0.63207281	0.00000000	NaN	NaN	NaN
0.63213068	0.00000000	NaN	NaN	NaN
0.63218855	0.00000000	NaN	NaN	NaN
0.63224642	0.00000000	NaN	NaN	NaN
0.63230429	0.00000000	NaN	NaN	NaN
0.63236216	0.00000000	NaN	NaN	NaN
0.63242003	0.00000000	NaN	NaN	NaN
0.63247790	0.00000000	NaN	NaN	NaN
0.63253577	0.00000000	NaN	NaN	NaN
0.63259366	0.00000000	NaN	NaN	NaN
0.63265152	0.00000000	NaN	NaN	NaN
0.63270939	0.00000000	NaN	NaN	NaN
0.63276725	0.00000000	NaN	NaN	NaN
0.63282512	0.00000000	NaN	NaN	NaN
0.63288299	0.00000000	NaN	NaN	NaN
0.63294086	0.00000000	NaN	NaN	NaN
0.63299873	0.00000000	NaN	NaN	NaN
0.63305660	0.00000000	NaN	NaN	NaN
0.63311447	0.00000000	NaN	NaN	NaN
0.63317234	0.00000000	NaN	NaN	NaN
0.63323022	0.00000000	NaN	NaN	NaN
0.63328809	0.00000000	NaN	NaN	NaN
0.63334596	0.00000000	NaN	NaN	NaN
0.63340383	0.00000000	NaN	NaN	NaN
0.63346170	0.00000000	NaN	NaN	NaN
0.63351957	0.00000000	NaN	NaN	NaN
0.63357744	0.00000000	NaN	NaN	NaN
0.63363531	0.00000000	NaN	NaN	NaN
0.63369317	0.00000000	NaN	NaN	NaN
0.63375106	0.00000000	NaN	NaN	NaN
0.63380892	0.00000000	NaN	NaN	NaN
0.63386679	0.00000000	NaN	NaN	NaN
0.63392466	0.00000000	NaN	NaN	NaN
0.63398253	0.00000000	NaN	NaN	NaN
0.63404040	0.00000000	NaN	NaN	NaN
0.63409827	0.00000000	NaN	NaN	NaN
0.63415614	0.00000000	NaN	NaN	NaN
0.63421401	0.00000000	NaN	NaN	NaN
0.63427188	0.00000000	NaN	NaN	NaN
0.63432975	0.00000000	NaN	NaN	NaN
0.63438763	0.00000000	NaN	NaN	NaN
0.63444550	0.00000000	NaN	NaN	NaN
0.63450338	0.00000000	NaN	NaN	NaN
0.63456124	0.00000000	NaN	NaN	NaN
0.63461911	0.00000000	NaN	NaN	NaN
0.63467697	0.00000000	NaN	NaN	NaN
0.63473484	0.00000000	NaN	NaN	NaN
0.63479271	0.00000000	NaN	NaN	NaN
0.63485058	0.00000000	NaN	NaN	NaN
